name,stars,language,owner,url,created_at,age_years,license
jumpserver,23967,Python,jumpserver,https://github.com/jumpserver/jumpserver,2014-07-04T03:54:59Z,9.89,GNU General Public License v3.0
core-js,23961,JavaScript,zloirock,https://github.com/zloirock/core-js,2013-07-17T16:32:27Z,10.85,MIT License
hammer.js,23935,JavaScript,hammerjs,https://github.com/hammerjs/hammer.js,2012-03-02T12:58:28Z,12.23,MIT License
vscodium,23910,Shell,VSCodium,https://github.com/VSCodium/vscodium,2018-08-13T14:26:58Z,5.78,MIT License
Hystrix,23910,Java,Netflix,https://github.com/Netflix/Hystrix,2012-11-19T20:14:46Z,11.51,No License
awesome-datascience,23906,,academic,https://github.com/academic/awesome-datascience,2014-07-05T07:07:43Z,9.89,MIT License
angular-styleguide,23899,,johnpapa,https://github.com/johnpapa/angular-styleguide,2014-07-29T00:07:51Z,9.82,MIT License
Telegram,23875,Java,DrKLO,https://github.com/DrKLO/Telegram,2013-10-25T14:08:10Z,10.58,GNU General Public License v2.0
tools,23855,Rust,rome,https://github.com/rome/tools,2020-02-20T05:57:33Z,4.26,MIT License
vapor,23849,Swift,vapor,https://github.com/vapor/vapor,2016-01-18T22:37:52Z,8.35,MIT License
awesome-piracy,23837,HTML,Igglybuff,https://github.com/Igglybuff/awesome-piracy,2018-10-09T22:09:56Z,5.62,Creative Commons Zero v1.0 Universal
locust,23837,Python,locustio,https://github.com/locustio/locust,2011-02-17T11:08:03Z,13.27,MIT License
PhotoSwipe,23837,JavaScript,dimsemenov,https://github.com/dimsemenov/PhotoSwipe,2011-04-07T05:46:29Z,13.14,MIT License
Vundle.vim,23831,Vim Script,VundleVim,https://github.com/VundleVim/Vundle.vim,2010-10-17T23:17:53Z,13.61,MIT License
DeepFaceLive,23821,Python,iperov,https://github.com/iperov/DeepFaceLive,2020-12-15T12:19:22Z,3.44,GNU General Public License v3.0
wttr.in,23766,Python,chubin,https://github.com/chubin/wttr.in,2015-12-26T21:03:43Z,8.41,Apache License 2.0
devise,23763,Ruby,heartcombo,https://github.com/heartcombo/devise,2009-09-16T12:15:12Z,14.69,MIT License
DevToys,23738,C#,DevToys-app,https://github.com/DevToys-app/DevToys,2021-09-29T01:40:41Z,2.65,MIT License
NativeScript,23737,TypeScript,NativeScript,https://github.com/NativeScript/NativeScript,2015-03-01T09:47:08Z,9.24,MIT License
celery,23716,Python,celery,https://github.com/celery/celery,2009-04-24T11:31:24Z,15.09,Other
textual,23716,Python,Textualize,https://github.com/Textualize/textual,2021-04-08T15:24:47Z,3.12,MIT License
wiki,23662,Vue,requarks,https://github.com/requarks/wiki,2016-08-16T19:35:26Z,7.77,GNU Affero General Public License v3.0
create-t3-app,23642,TypeScript,t3-oss,https://github.com/t3-oss/create-t3-app,2022-05-24T13:31:01Z,2.0,MIT License
algorithms,23635,Python,keon,https://github.com/keon/algorithms,2016-11-17T22:32:08Z,7.52,MIT License
vnpy,23626,Python,vnpy,https://github.com/vnpy/vnpy,2015-03-02T03:36:58Z,9.23,MIT License
gitlabhq,23618,Ruby,gitlabhq,https://github.com/gitlabhq/gitlabhq,2011-10-02T16:25:27Z,12.65,Other
ramda,23611,JavaScript,ramda,https://github.com/ramda/ramda,2013-06-21T20:32:35Z,10.93,MIT License
javascript-testing-best-practices,23611,JavaScript,goldbergyoni,https://github.com/goldbergyoni/javascript-testing-best-practices,2019-07-04T11:08:12Z,4.89,MIT License
k6,23604,Go,grafana,https://github.com/grafana/k6,2016-03-21T15:30:24Z,8.18,GNU Affero General Public License v3.0
flutter-go,23569,Dart,alibaba,https://github.com/alibaba/flutter-go,2019-01-08T09:03:40Z,5.38,Other
ChatDev,23567,Shell,OpenBMB,https://github.com/OpenBMB/ChatDev,2023-08-28T02:18:13Z,0.74,Apache License 2.0
nanoid,23552,JavaScript,ai,https://github.com/ai/nanoid,2017-08-05T05:24:35Z,6.8,MIT License
full-stack-fastapi-template,23551,TypeScript,tiangolo,https://github.com/tiangolo/full-stack-fastapi-template,2019-02-23T15:08:34Z,5.25,MIT License
Rocket,23543,Rust,rwf2,https://github.com/rwf2/Rocket,2016-03-18T02:50:18Z,8.19,Other
fyne,23539,Go,fyne-io,https://github.com/fyne-io/fyne,2018-02-04T22:07:16Z,6.3,Other
docz,23522,TypeScript,doczjs,https://github.com/doczjs/docz,2018-03-17T04:24:10Z,6.19,MIT License
TrackersListCollection,23510,,XIU2,https://github.com/XIU2/TrackersListCollection,2019-10-03T15:55:07Z,4.64,GNU General Public License v3.0
spacemacs,23509,Emacs Lisp,syl20bnr,https://github.com/syl20bnr/spacemacs,2012-12-17T21:34:03Z,11.44,GNU General Public License v3.0
elixir,23483,Elixir,elixir-lang,https://github.com/elixir-lang/elixir,2011-01-09T08:43:57Z,13.38,Apache License 2.0
awesome-sysadmin,23480,,kahun,https://github.com/kahun/awesome-sysadmin,2014-02-09T22:39:20Z,10.29,Other
Pake,23471,Rust,tw93,https://github.com/tw93/Pake,2022-10-14T09:32:57Z,1.61,MIT License
pure,23431,JavaScript,pure-css,https://github.com/pure-css/pure,2013-04-22T16:16:39Z,11.09,Other
homebridge,23426,TypeScript,homebridge,https://github.com/homebridge/homebridge,2014-12-01T16:37:39Z,9.48,Apache License 2.0
rust-course,23391,Rust,sunface,https://github.com/sunface/rust-course,2018-08-07T05:01:21Z,5.8,No License
